SnapshotDate,TransactionType,FTR_ID,Source,Sink,MW_Current,OriginalAcquisitionCost,MW_Previous,MW_Sold,Notes,HedgeType,StartDate,EndDate,AcquisitionCost_Previous,AcquisitionCost_Current,SaleProceeds,Profit,TradingPeriods,PricePerMW
2026-01-31,INITIAL,7497146,BEN,HAY,41.6,522752.26,,,,,,,,,,,,
2026-01-31,INITIAL,7496890,BEN,ISL,10.6,58201.63,,,,,,,,,,,,
2026-01-31,INITIAL,7497343,BEN,ISL,0.0,549.07,,,,,,,,,,,,
2026-01-31,INITIAL,7497158,BEN,ISL,0.0,3294.43,,,,,,,,,,,,
2026-01-31,INITIAL,7497615,BEN,ISL,4.5,24708.24,,,,,,,,,,,,
2026-01-31,INITIAL,7496881,BEN,ISL,29.4,160989.7,,,,,,,,,,,,
2026-01-31,INITIAL,7496892,BEN,KIK,8.7,101669.09,,,,,,,,,,,,
2026-01-31,INITIAL,7497177,BEN,KIK,0.0,5603.81,,,,,,,,,,,,
2026-01-31,INITIAL,7497152,BEN,KIK,8.8,70185.98,,,,,,,,,,,,
2026-01-31,INITIAL,7496884,BEN,OTA,1.4,26529.55,,,,,,,,,,,,
2026-01-31,INITIAL,7497154,BEN,OTA,10.3,195181.7,,,,,,,,,,,,
2026-01-31,INITIAL,7496893,BEN,OTA,12.2,249158.16,,,,,,,,,,,,
2026-01-31,INITIAL,7497145,HAY,BEN,41.9,23691.94,,,,,,,,,,,,
2026-01-31,INITIAL,7496876,HAY,BEN,0.3,169.63,,,,,,,,,,,,
2026-01-31,INITIAL,7497030,HAY,BEN,6.0,3392.64,,,,,,,,,,,,
2026-01-31,INITIAL,7497029,HAY,BEN,6.0,3392.64,,,,,,,,,,,,
2026-01-31,INITIAL,7497031,HAY,BEN,3.3,1865.95,,,,,,,,,,,,
2026-01-31,INITIAL,7497171,INV,ISL,0.0,3160.51,,,,,,,,,,,,
2026-01-31,INITIAL,7497597,INV,ISL,9.6,33712.13,,,,,,,,,,,,
2026-01-31,INITIAL,7496909,INV,ISL,4.4,15451.39,,,,,,,,,,,,
2026-01-31,INITIAL,7496867,INV,ISL,6.7,23528.26,,,,,,,,,,,,
2026-01-31,INITIAL,7497222,INV,ISL,3.0,10535.04,,,,,,,,,,,,
2026-01-31,INITIAL,7497189,INV,KIK,0.0,3615.84,,,,,,,,,,,,
2026-01-31,INITIAL,7497636,INV,WKM,0.0,3136.7,,,,,,,,,,,,
2026-01-31,INITIAL,7497582,ISL,BEN,50.0,744.0,,,,,,,,,,,,
2026-01-31,INITIAL,7497383,ISL,BEN,0.0,84.82,,,,,,,,,,,,
2026-01-31,INITIAL,7497344,ISL,BEN,5.9,148.8,,,,,,,,,,,,
2026-01-31,INITIAL,7497159,ISL,BEN,0.0,1.49,,,,,,,,,,,,
2026-01-31,INITIAL,7497219,ISL,INV,5.0,3906.0,,,,,,,,,,,,
2026-01-31,INITIAL,7497604,ISL,KIK,0.2,502.94,,,,,,,,,,,,
2026-01-31,INITIAL,7497395,ISL,KIK,0.0,2514.72,,,,,,,,,,,,
2026-01-31,INITIAL,7497394,ISL,KIK,0.0,2514.72,,,,,,,,,,,,
2026-01-31,INITIAL,7496859,ISL,KIK,9.7,24392.78,,,,,,,,,,,,
2026-01-31,INITIAL,7496961,ISL,KIK,2.3,6286.8,,,,,,,,,,,,
2026-01-31,INITIAL,7497183,ISL,KIK,0.7,1760.3,,,,,,,,,,,,
2026-01-31,INITIAL,7497590,KIK,ISL,5.0,74.4,,,,,,,,,,,,
2026-01-31,INITIAL,7497412,KIK,ISL,0.0,224.69,,,,,,,,,,,,
2026-01-31,INITIAL,7497266,KIK,ISL,26.6,395.81,,,,,,,,,,,,
2026-01-31,INITIAL,7497201,KIK,ISL,0.1,1.49,,,,,,,,,,,,
2026-01-31,INITIAL,7497543,OTA,WKM,0.0,352.66,,,,,,,,,,,,
2026-01-31,INITIAL,7497542,OTA,WKM,0.1,879.41,,,,,,,,,,,,
2026-01-31,INITIAL,7496902,HAY,OTA,17.6,138407.81,,,,,,,,,,,,
2026-01-31,INITIAL,7496872,HAY,OTA,0.8,6291.26,,,,,,,,,,,,
2026-01-31,INITIAL,7497613,HAY,RDF,2.7,7412.47,,,,,,,,,,,,
2026-01-31,INITIAL,7497269,HAY,WKM,5.4,12575.09,,,,,,,,,,,,
2026-01-31,INITIAL,7496870,HAY,WKM,10.0,23287.2,,,,,,,,,,,,
2026-01-31,INITIAL,7497339,HAY,WKM,0.0,465.74,,,,,,,,,,,,
2026-01-31,INITIAL,7497259,INV,BEN,3.6,2839.1,,,,,,,,,,,,
2026-01-31,INITIAL,7497653,INV,BEN,0.0,7886.4,,,,,,,,,,,,
2026-01-31,INITIAL,7496869,INV,BEN,11.4,8990.5,,,,,,,,,,,,
2026-01-31,INITIAL,7497161,INV,BEN,0.0,788.64,,,,,,,,,,,,
2026-01-31,INITIAL,7497611,WKM,RDF,2.0,1071.36,,,,,,,,,,,,
2026-01-31,INITIAL,7497147,WKM,RDF,0.3,160.7,,,,,,,,,,,,
2026-01-31,INITIAL,7497213,WKM,RDF,10.0,5356.8,,,,,,,,,,,,
2026-01-31,INITIAL,7497541,WKM,RDF,1.2,642.82,,,,,,,,,,,,
2026-01-31,INITIAL,7497337,WKM,RDF,0.0,107.14,,,,,,,,,,,,
2026-01-31,INITIAL,7496968,WKM,RDF,18.2,9749.38,,,,,,,,,,,,
2026-01-31,INITIAL,7496833,WKM,HAY,12.7,12850.37,,,,,,,,,,,,
2026-01-31,INITIAL,7497026,WKM,HAY,3.0,3035.52,,,,,,,,,,,,
2026-01-31,INITIAL,7497025,WKM,HAY,3.0,3035.52,,,,,,,,,,,,
2026-01-31,INITIAL,7497207,WKM,HAY,0.0,910.66,,,,,,,,,,,,
2026-01-31,INITIAL,7497552,WKM,HAY,7.1,9713.66,,,,,,,,,,,,
2026-01-31,INITIAL,7497510,WKM,OTA,0.0,5676.72,,,,,,,,,,,,
2026-01-31,INITIAL,7496953,WKM,OTA,5.4,30654.29,,,,,,,,,,,,
2026-01-31,INITIAL,7497271,WKM,OTA,0.9,5109.05,,,,,,,,,,,,
2026-01-31,INITIAL,7497342,WKM,OTA,0.1,567.67,,,,,,,,,,,,
2026-01-31,INITIAL,7497275,WKM,OTA,19.2,108135.94,,,,,,,,,,,,
2026-01-31,INITIAL,7496829,WKM,OTA,40.1,225846.41,,,,,,,,,,,,
2026-01-31,INITIAL,7497609,RDF,HAY,2.4,4445.4,,,,,,,,,,,,
2026-01-31,INITIAL,7496840,RDF,HAY,3.3,5867.93,,,,,,,,,,,,
2026-01-31,INITIAL,7496966,RDF,HAY,22.3,40897.68,,,,,,,,,,,,
2026-01-31,INITIAL,7496946,RDF,WKM,5.8,5091.94,,,,,,,,,,,,
2026-01-31,INITIAL,7493424,BEN,HAY,2.0,33949.44,,,,,,,,,,,,
2026-01-31,INITIAL,7492988,BEN,HAY,7.1,120520.51,,,,,,,,,,,,
2026-01-31,INITIAL,7493317,BEN,INV,0.0,1943.42,,,,,,,,,,,,
2026-01-31,INITIAL,7493050,BEN,ISL,10.4,55910.4,,,,,,,,,,,,
2026-01-31,INITIAL,7493763,BEN,ISL,6.2,33331.2,,,,,,,,,,,,
2026-01-31,INITIAL,7493308,BEN,ISL,12.2,65423.23,,,,,,,,,,,,
2026-01-31,INITIAL,7492990,BEN,ISL,22.7,121730.11,,,,,,,,,,,,
2026-01-31,INITIAL,7493052,BEN,KIK,7.4,55198.08,,,,,,,,,,,,
2026-01-31,INITIAL,7493334,BEN,KIK,0.6,4475.52,,,,,,,,,,,,
2026-01-31,INITIAL,7493309,BEN,KIK,6.8,50539.78,,,,,,,,,,,,
2026-01-31,INITIAL,7493053,BEN,OTA,4.2,101211.26,,,,,,,,,,,,
2026-01-31,INITIAL,7493431,BEN,OTA,1.9,45786.05,,,,,,,,,,,,
2026-01-31,INITIAL,7492992,BEN,OTA,2.3,55425.22,,,,,,,,,,,,
2026-01-31,INITIAL,7493425,HAY,BEN,1.2,1459.58,,,,,,,,,,,,
2026-01-31,INITIAL,7493762,HAY,BEN,3.8,7176.29,,,,,,,,,,,,
2026-01-31,INITIAL,7493730,ISL,BEN,48.9,672.0,,,,,,,,,,,,
2026-01-31,INITIAL,7493541,ISL,BEN,0.0,127.68,,,,,,,,,,,,
2026-01-31,INITIAL,7493501,ISL,BEN,4.8,134.4,,,,,,,,,,,,
2026-01-31,INITIAL,7493316,ISL,BEN,0.2,2.69,,,,,,,,,,,,
2026-01-31,INITIAL,7493376,ISL,INV,5.0,3561.6,,,,,,,,,,,,
2026-01-31,INITIAL,7493327,ISL,INV,0.0,427.39,,,,,,,,,,,,
2026-01-31,INITIAL,7493752,ISL,KIK,0.1,208.32,,,,,,,,,,,,
2026-01-31,INITIAL,7493553,ISL,KIK,0.0,2083.2,,,,,,,,,,,,
2026-01-31,INITIAL,7493552,ISL,KIK,0.0,2083.2,,,,,,,,,,,,
2026-01-31,INITIAL,7493436,ISL,KIK,0.1,208.32,,,,,,,,,,,,
2026-01-31,INITIAL,7493422,ISL,KIK,3.1,6457.92,,,,,,,,,,,,
2026-01-31,INITIAL,7493012,ISL,KIK,15.6,32497.92,,,,,,,,,,,,
2026-01-31,INITIAL,7493121,ISL,KIK,1.4,3333.12,,,,,,,,,,,,
2026-01-31,INITIAL,7493340,ISL,KIK,0.6,1249.92,,,,,,,,,,,,
2026-01-31,INITIAL,7493498,KIK,BEN,0.0,21.5,,,,,,,,,,,,
2026-01-31,INITIAL,7493355,KIK,BEN,0.0,2.69,,,,,,,,,,,,
2026-01-31,INITIAL,7493754,KIK,ISL,0.7,9.41,,,,,,,,,,,,
2026-01-31,INITIAL,7493738,KIK,ISL,6.6,106.18,,,,,,,,,,,,
2026-01-31,INITIAL,7493423,KIK,ISL,27.1,364.22,,,,,,,,,,,,
2026-01-31,INITIAL,7493123,KIK,ISL,6.6,88.7,,,,,,,,,,,,
2026-01-31,INITIAL,7493358,KIK,ISL,1.6,21.5,,,,,,,,,,,,
2026-01-31,INITIAL,7493024,OTA,HAY,2.2,2513.28,,,,,,,,,,,,
2026-01-31,INITIAL,7493062,HAY,OTA,20.9,148874.88,,,,,,,,,,,,
2026-01-31,INITIAL,7493596,HAY,RDF,0.0,2083.2,,,,,,,,,,,,
2026-01-31,INITIAL,7493595,HAY,RDF,0.0,2083.2,,,,,,,,,,,,
2026-01-31,INITIAL,7493594,HAY,RDF,0.0,2083.2,,,,,,,,,,,,
2026-01-31,INITIAL,7493342,HAY,RDF,0.0,1458.24,,,,,,,,,,,,
2026-01-31,INITIAL,7493761,HAY,RDF,4.1,8541.12,,,,,,,,,,,,
2026-01-31,INITIAL,7493713,HAY,WKM,14.6,24920.45,,,,,,,,,,,,
2026-01-31,INITIAL,7493603,HAY,WKM,0.0,1706.88,,,,,,,,,,,,
2026-01-31,INITIAL,7493604,HAY,WKM,0.0,1706.88,,,,,,,,,,,,
2026-01-31,INITIAL,7493602,HAY,WKM,0.0,1706.88,,,,,,,,,,,,
2026-01-31,INITIAL,7493426,HAY,WKM,3.8,6486.14,,,,,,,,,,,,
2026-01-31,INITIAL,7493496,HAY,WKM,0.0,853.44,,,,,,,,,,,,
2026-01-31,INITIAL,7493344,HAY,WKM,0.0,1194.82,,,,,,,,,,,,
2026-01-31,INITIAL,7493416,INV,BEN,1.2,790.27,,,,,,,,,,,,
2026-01-31,INITIAL,7493801,INV,BEN,0.0,6585.6,,,,,,,,,,,,
2026-01-31,INITIAL,7493002,INV,BEN,13.4,8824.7,,,,,,,,,,,,
2026-01-31,INITIAL,7493318,INV,BEN,0.0,460.99,,,,,,,,,,,,
2026-01-31,INITIAL,7493745,INV,ISL,6.0,20966.4,,,,,,,,,,,,
2026-01-31,INITIAL,7493528,INV,ISL,0.0,3494.4,,,,,,,,,,,,
2026-01-31,INITIAL,7493531,INV,ISL,0.0,3494.4,,,,,,,,,,,,
2026-01-31,INITIAL,7493530,INV,ISL,0.0,3494.4,,,,,,,,,,,,
2026-01-31,INITIAL,7493529,INV,ISL,0.0,3494.4,,,,,,,,,,,,
2026-01-31,INITIAL,7493069,INV,ISL,9.2,32148.48,,,,,,,,,,,,
2026-01-31,INITIAL,7493004,INV,ISL,4.1,14327.04,,,,,,,,,,,,
2026-01-31,INITIAL,7493379,INV,ISL,3.0,10483.2,,,,,,,,,,,,
2026-01-31,INITIAL,7493759,WKM,RDF,1.8,944.83,,,,,,,,,,,,
2026-01-31,INITIAL,7493370,WKM,RDF,5.8,2884.22,,,,,,,,,,,,
2026-01-31,INITIAL,7493689,WKM,RDF,0.4,198.91,,,,,,,,,,,,
2026-01-31,INITIAL,7493494,WKM,RDF,0.0,99.46,,,,,,,,,,,,
2026-01-31,INITIAL,7493128,WKM,RDF,15.1,8801.86,,,,,,,,,,,,
2026-01-31,INITIAL,7493368,WKM,RDF,0.0,348.1,,,,,,,,,,,,
2026-01-31,INITIAL,7493433,WKM,HAY,0.7,884.35,,,,,,,,,,,,
2026-01-31,INITIAL,7493038,WKM,HAY,7.8,9854.21,,,,,,,,,,,,
2026-01-31,INITIAL,7493187,WKM,HAY,3.0,3790.08,,,,,,,,,,,,
2026-01-31,INITIAL,7493185,WKM,HAY,3.0,3790.08,,,,,,,,,,,,
2026-01-31,INITIAL,7493186,WKM,HAY,3.0,3790.08,,,,,,,,,,,,
2026-01-31,INITIAL,7493364,WKM,HAY,0.0,758.02,,,,,,,,,,,,
2026-01-31,INITIAL,7493700,WKM,HAY,12.4,15665.66,,,,,,,,,,,,
2026-01-31,INITIAL,7493113,WKM,OTA,0.0,51871.68,,,,,,,,,,,,
2026-01-31,INITIAL,7493428,WKM,OTA,1.8,10039.68,,,,,,,,,,,,
2026-01-31,INITIAL,7493363,WKM,OTA,0.6,3346.56,,,,,,,,,,,,
2026-01-31,INITIAL,7493432,WKM,OTA,35.2,194912.26,,,,,,,,,,,,
2026-01-31,INITIAL,7493042,WKM,OTA,32.9,182176.51,,,,,,,,,,,,
2026-01-31,INITIAL,7493691,OTA,WKM,0.0,318.53,,,,,,,,,,,,
2026-01-31,INITIAL,7493098,OTA,WKM,0.0,112.9,,,,,,,,,,,,
2026-01-31,INITIAL,7493690,OTA,WKM,0.0,786.24,,,,,,,,,,,,
2026-01-31,INITIAL,7493757,RDF,HAY,0.0,1532.16,,,,,,,,,,,,
2026-01-31,INITIAL,7493031,RDF,HAY,4.7,9001.44,,,,,,,,,,,,
2026-01-31,INITIAL,7493126,RDF,HAY,0.0,14172.48,,,,,,,,,,,,
2026-01-31,INITIAL,7493706,RDF,WKM,6.9,8037.12,,,,,,,,,,,,
2026-01-31,INITIAL,7493106,RDF,WKM,11.2,8655.36,,,,,,,,,,,,
2026-01-31,INITIAL,7494907,BEN,HAY,2.2,28693.1,,,,,,,,,,,,
2026-01-31,INITIAL,7494904,BEN,HAY,10.5,136944.36,,,,,,,,,,,,
2026-01-31,INITIAL,7495298,BEN,INV,0.1,542.38,,,,,,,,,,,,
2026-01-31,INITIAL,7495296,BEN,ISL,0.6,4419.36,,,,,,,,,,,,
2026-01-31,INITIAL,7495169,BEN,ISL,40.0,294028.8,,,,,,,,,,,,
2026-01-31,INITIAL,7494902,BEN,ISL,22.7,166861.34,,,,,,,,,,,,
2026-01-31,INITIAL,7494913,BEN,KIK,2.3,24008.14,,,,,,,,,,,,
2026-01-31,INITIAL,7495170,BEN,KIK,3.0,31225.68,,,,,,,,,,,,
2026-01-31,INITIAL,7494905,BEN,OTA,1.8,36386.06,,,,,,,,,,,,
2026-01-31,INITIAL,7495172,BEN,OTA,4.2,84900.82,,,,,,,,,,,,
2026-01-31,INITIAL,7495639,BEN,OTA,0.0,6064.34,,,,,,,,,,,,
2026-01-31,INITIAL,7494914,BEN,OTA,8.3,185626.51,,,,,,,,,,,,
2026-01-31,INITIAL,7495292,BEN,OTA,0.1,2236.46,,,,,,,,,,,,
2026-01-31,INITIAL,7495032,BEN,OTA,2.1,46965.74,,,,,,,,,,,,
2026-01-31,INITIAL,7495164,HAY,BEN,5.6,4708.03,,,,,,,,,,,,
2026-01-31,INITIAL,7494897,HAY,BEN,1.2,1008.86,,,,,,,,,,,,
2026-01-31,INITIAL,7495051,HAY,BEN,6.0,5044.32,,,,,,,,,,,,
2026-01-31,INITIAL,7495049,HAY,BEN,3.0,2522.16,,,,,,,,,,,,
2026-01-31,INITIAL,7495050,HAY,BEN,3.0,2522.16,,,,,,,,,,,,
2026-01-31,INITIAL,7495654,INV,RDF,0.0,14845.03,,,,,,,,,,,,
2026-01-31,INITIAL,7495653,INV,WKM,0.0,19266.62,,,,,,,,,,,,
2026-01-31,INITIAL,7495599,ISL,BEN,50.0,744.0,,,,,,,,,,,,
2026-01-31,INITIAL,7495407,ISL,BEN,0.0,473.18,,,,,,,,,,,,
2026-01-31,INITIAL,7495362,ISL,BEN,10.0,148.8,,,,,,,,,,,,
2026-01-31,INITIAL,7495177,ISL,BEN,0.2,2.98,,,,,,,,,,,,
2026-01-31,INITIAL,7495297,ISL,KIK,0.3,921.82,,,,,,,,,,,,
2026-01-31,INITIAL,7495283,ISL,KIK,26.8,82348.9,,,,,,,,,,,,
2026-01-31,INITIAL,7494880,ISL,KIK,5.0,15363.6,,,,,,,,,,,,
2026-01-31,INITIAL,7495201,ISL,KIK,0.0,1843.63,,,,,,,,,,,,
2026-01-31,INITIAL,7495359,KIK,BEN,0.0,2.98,,,,,,,,,,,,
2026-01-31,INITIAL,7495216,KIK,BEN,0.1,5.95,,,,,,,,,,,,
2026-01-31,INITIAL,7495607,KIK,ISL,5.0,74.4,,,,,,,,,,,,
2026-01-31,INITIAL,7495435,KIK,ISL,0.0,132.43,,,,,,,,,,,,
2026-01-31,INITIAL,7495284,KIK,ISL,26.6,395.81,,,,,,,,,,,,
2026-01-31,INITIAL,7495219,KIK,ISL,0.4,5.95,,,,,,,,,,,,
2026-01-31,INITIAL,7495168,OTA,HAY,27.3,-218751.62,,,,,,,,,,,,
2026-01-31,INITIAL,7495560,OTA,WKM,0.0,343.73,,,,,,,,,,,,
2026-01-31,INITIAL,7494959,OTA,WKM,0.5,26.04,,,,,,,,,,,,
2026-01-31,INITIAL,7495559,OTA,WKM,13.0,677.04,,,,,,,,,,,,
2026-01-31,INITIAL,7494923,HAY,OTA,0.0,43849.87,,,,,,,,,,,,
2026-01-31,INITIAL,7495203,HAY,RDF,0.0,1642.75,,,,,,,,,,,,
2026-01-31,INITIAL,7495630,HAY,RDF,4.5,12320.64,,,,,,,,,,,,
2026-01-31,INITIAL,7495582,HAY,WKM,0.0,11457.6,,,,,,,,,,,,
2026-01-31,INITIAL,7495287,HAY,WKM,48.8,111826.18,,,,,,,,,,,,
2026-01-31,INITIAL,7494891,HAY,WKM,5.0,11457.6,,,,,,,,,,,,
2026-01-31,INITIAL,7495357,HAY,WKM,0.0,687.46,,,,,,,,,,,,
2026-01-31,INITIAL,7495277,INV,BEN,1.8,1299.02,,,,,,,,,,,,
2026-01-31,INITIAL,7495670,INV,BEN,0.0,7216.8,,,,,,,,,,,,
2026-01-31,INITIAL,7494890,INV,BEN,13.7,9887.02,,,,,,,,,,,,
2026-01-31,INITIAL,7495614,INV,ISL,1.2,15801.07,,,,,,,,,,,,
2026-01-31,INITIAL,7495396,INV,ISL,0.0,3853.92,,,,,,,,,,,,
2026-01-31,INITIAL,7495398,INV,ISL,0.0,3853.92,,,,,,,,,,,,
2026-01-31,INITIAL,7495395,INV,ISL,0.0,3853.92,,,,,,,,,,,,
2026-01-31,INITIAL,7495399,INV,ISL,0.0,3853.92,,,,,,,,,,,,
2026-01-31,INITIAL,7495397,INV,ISL,0.0,3853.92,,,,,,,,,,,,
2026-01-31,INITIAL,7494930,INV,ISL,7.9,30445.97,,,,,,,,,,,,
2026-01-31,INITIAL,7494888,INV,ISL,3.9,15030.29,,,,,,,,,,,,
2026-01-31,INITIAL,7495240,INV,ISL,3.0,11561.76,,,,,,,,,,,,
2026-01-31,INITIAL,7495628,WKM,RDF,0.0,714.24,,,,,,,,,,,,
2026-01-31,INITIAL,7495520,WKM,RDF,0.0,1190.4,,,,,,,,,,,,
2026-01-31,INITIAL,7495522,WKM,RDF,0.0,595.2,,,,,,,,,,,,
2026-01-31,INITIAL,7495521,WKM,RDF,0.0,1190.4,,,,,,,,,,,,
2026-01-31,INITIAL,7495166,WKM,RDF,10.1,6011.52,,,,,,,,,,,,
2026-01-31,INITIAL,7495355,WKM,RDF,0.0,119.04,,,,,,,,,,,,
2026-01-31,INITIAL,7494989,WKM,RDF,0.0,6606.72,,,,,,,,,,,,
2026-01-31,INITIAL,7495229,WKM,RDF,0.8,476.16,,,,,,,,,,,,
2026-01-31,INITIAL,7494854,WKM,HAY,6.4,9285.12,,,,,,,,,,,,
2026-01-31,INITIAL,7495047,WKM,HAY,3.0,4352.4,,,,,,,,,,,,
2026-01-31,INITIAL,7495046,WKM,HAY,3.0,4352.4,,,,,,,,,,,,
2026-01-31,INITIAL,7495225,WKM,HAY,0.0,870.48,,,,,,,,,,,,
2026-01-31,INITIAL,7495569,WKM,HAY,6.6,9575.28,,,,,,,,,,,,
2026-01-31,INITIAL,7495293,WKM,OTA,78.3,561580.13,,,,,,,,,,,,
2026-01-31,INITIAL,7494850,WKM,OTA,31.8,228074.69,,,,,,,,,,,,
2026-01-31,INITIAL,7495289,WKM,OTA,4.4,31786.66,,,,,,,,,,,,
2026-01-31,INITIAL,7494861,RDF,HAY,2.7,5684.9,,,,,,,,,,,,
2026-01-31,INITIAL,7494967,RDF,WKM,16.8,13499.14,,,,,,,,,,,,
2026-01-31,INITIAL,7495290,RDF,WKM,15.2,12213.5,,,,,,,,,,,,
2026-01-31,INITIAL,7495223,WKM,BEN,0.0,1374.91,,,,,,,,,,,,
2026-01-31,INITIAL,7657410,INV,KIK,0.4,2523.65,,,,,,,,,,,,
2026-01-31,INITIAL,7657709,INV,KIK,0.0,3785.47,,,,,,,,,,,,
2026-01-31,INITIAL,7658108,INV,KIK,0.2,1261.82,,,,,,,,,,,,
2026-01-31,INITIAL,7658070,ISL,BEN,50.0,744.0,,,,,,,,,,,,
2026-01-31,INITIAL,7657857,ISL,BEN,0.0,352.66,,,,,,,,,,,,
2026-01-31,INITIAL,7657817,ISL,BEN,6.2,148.8,,,,,,,,,,,,
2026-01-31,INITIAL,7657679,ISL,BEN,0.0,1.49,,,,,,,,,,,,
2026-01-31,INITIAL,7657563,ISL,BEN,15.1,-85156.75,,,,,,,,,,,,
2026-01-31,INITIAL,7658115,ISL,KIK,1.2,2882.26,,,,,,,,,,,,
2026-01-31,INITIAL,7657870,ISL,KIK,0.0,2217.12,,,,,,,,,,,,
2026-01-31,INITIAL,7657868,ISL,KIK,0.0,2217.12,,,,,,,,,,,,
2026-01-31,INITIAL,7657869,ISL,KIK,0.0,2217.12,,,,,,,,,,,,
2026-01-31,INITIAL,7657290,ISL,KIK,11.3,25053.46,,,,,,,,,,,,
2026-01-31,INITIAL,7657417,ISL,KIK,3.0,7094.78,,,,,,,,,,,,
2026-01-31,INITIAL,7657703,ISL,KIK,0.8,1773.7,,,,,,,,,,,,
2026-01-31,INITIAL,7657558,ISL,KIK,5.4,11892.1,,,,,,,,,,,,
2026-01-31,INITIAL,7658078,KIK,ISL,5.0,74.4,,,,,,,,,,,,
2026-01-31,INITIAL,7657885,KIK,ISL,0.0,264.86,,,,,,,,,,,,
2026-01-31,INITIAL,7657739,KIK,ISL,22.5,334.8,,,,,,,,,,,,
2026-01-31,INITIAL,7657721,KIK,ISL,0.1,1.49,,,,,,,,,,,,
2026-01-31,INITIAL,7657557,OTA,HAY,30.0,-251769.6,,,,,,,,,,,,
2026-01-31,INITIAL,7657556,OTA,RDF,3.1,-19212.31,,,,,,,,,,,,
2026-01-31,INITIAL,7658031,OTA,WKM,0.0,187.49,,,,,,,,,,,,
2026-01-31,INITIAL,7657370,OTA,WKM,0.0,508.9,,,,,,,,,,,,
2026-01-31,INITIAL,7657555,OTA,WKM,3.3,-19420.63,,,,,,,,,,,,
2026-01-31,INITIAL,7657711,RDF,BEN,0.0,1303.49,,,,,,,,,,,,
2026-01-31,INITIAL,7658127,RDF,HAY,4.2,7332.86,,,,,,,,,,,,
2026-01-31,INITIAL,7657272,RDF,HAY,4.0,6666.24,,,,,,,,,,,,
2026-01-31,INITIAL,7657429,RDF,HAY,10.1,17165.57,,,,,,,,,,,,
2026-01-31,INITIAL,7657713,RDF,HAY,0.0,1166.59,,,,,,,,,,,,
2026-01-31,INITIAL,7657378,RDF,WKM,19.1,17478.79,,,,,,,,,,,,
2026-01-31,INITIAL,7657725,WKM,BEN,0.0,2064.6,,,,,,,,,,,,
2026-01-31,INITIAL,7658040,WKM,HAY,9.9,10793.95,,,,,,,,,,,,
2026-01-31,INITIAL,7657972,WKM,HAY,0.0,1740.96,,,,,,,,,,,,
2026-01-31,INITIAL,7657973,WKM,HAY,0.0,1740.96,,,,,,,,,,,,
2026-01-31,INITIAL,7657974,WKM,HAY,0.0,1740.96,,,,,,,,,,,,
2026-01-31,INITIAL,7657971,WKM,HAY,0.0,870.48,,,,,,,,,,,,
2026-01-31,INITIAL,7657265,WKM,HAY,5.4,4700.59,,,,,,,,,,,,
2026-01-31,INITIAL,7657548,WKM,HAY,3.0,2611.44,,,,,,,,,,,,
2026-01-31,INITIAL,7657546,WKM,HAY,3.0,2611.44,,,,,,,,,,,,
2026-01-31,INITIAL,7657547,WKM,HAY,3.0,2611.44,,,,,,,,,,,,
2026-01-31,INITIAL,7657727,WKM,HAY,0.0,1044.58,,,,,,,,,,,,
2026-01-31,INITIAL,7657385,WKM,OTA,20.8,123801.6,,,,,,,,,,,,
2026-01-31,INITIAL,7657744,WKM,OTA,1.9,11308.8,,,,,,,,,,,,
2026-01-31,INITIAL,7658134,WKM,OTA,2.6,15475.2,,,,,,,,,,,,
2026-01-31,INITIAL,7657748,WKM,OTA,34.7,204210.89,,,,,,,,,,,,
2026-01-31,INITIAL,7657261,WKM,OTA,13.4,78859.54,,,,,,,,,,,,
2026-01-31,INITIAL,7658027,WKM,OTA,4.6,27071.18,,,,,,,,,,,,
2026-01-31,INITIAL,7658090,WKM,RDF,7.3,4399.27,,,,,,,,,,,,
2026-01-31,INITIAL,7657392,WKM,RDF,17.2,10365.41,,,,,,,,,,,,
2026-01-31,INITIAL,7657318,BEN,HAY,0.8,9166.08,,,,,,,,,,,,
2026-01-31,INITIAL,7657740,BEN,HAY,2.8,32081.28,,,,,,,,,,,,
2026-01-31,INITIAL,7657315,BEN,HAY,8.1,92806.56,,,,,,,,,,,,
2026-01-31,INITIAL,7657322,BEN,ISL,2.7,15266.88,,,,,,,,,,,,
2026-01-31,INITIAL,7657559,BEN,ISL,48.7,274644.62,,,,,,,,,,,,
2026-01-31,INITIAL,7657313,BEN,ISL,23.8,134220.58,,,,,,,,,,,,
2026-01-31,INITIAL,7657324,BEN,KIK,12.9,101638.58,,,,,,,,,,,,
2026-01-31,INITIAL,7657697,BEN,KIK,0.0,4727.38,,,,,,,,,,,,
2026-01-31,INITIAL,7657316,BEN,OTA,3.5,67704.0,,,,,,,,,,,,
2026-01-31,INITIAL,7657561,BEN,OTA,14.9,288225.6,,,,,,,,,,,,
2026-01-31,INITIAL,7657532,BEN,OTA,18.7,361732.8,,,,,,,,,,,,
2026-01-31,INITIAL,7657388,BEN,OTA,0.1,1934.4,,,,,,,,,,,,
2026-01-31,INITIAL,7657325,BEN,OTA,17.8,367233.94,,,,,,,,,,,,
2026-01-31,INITIAL,7657747,BEN,OTA,2.2,45388.46,,,,,,,,,,,,
2026-01-31,INITIAL,7658174,BEN,OTA,0.0,4126.22,,,,,,,,,,,,
2026-01-31,INITIAL,7658055,HAY,BEN,5.8,2934.34,,,,,,,,,,,,
