Point of connection,Trading date,Trading period,$/MWh,Price status
RDF2201,2026-01-28,35,1.27,Final
RDF2201,2026-01-28,36,3.33,Final
RDF2201,2026-01-28,37,1.81,Final
RDF2201,2026-01-28,38,4.91,Final
RDF2201,2026-01-28,39,8.55,Final
RDF2201,2026-01-28,40,4.73,Final
RDF2201,2026-01-28,41,3.48,Final
RDF2201,2026-01-28,42,4.96,Final
RDF2201,2026-01-28,43,6.5,Final
RDF2201,2026-01-28,44,3.32,Final
RDF2201,2026-01-28,45,1.52,Final
RDF2201,2026-01-28,46,0.06,Final
RDF2201,2026-01-28,47,0.03,Final
RDF2201,2026-01-28,48,0.02,Final
RDF2201,2026-01-27,1,0.01,Final
RDF2201,2026-01-27,2,0.01,Final
RDF2201,2026-01-27,3,0.01,Final
RDF2201,2026-01-27,4,0.01,Final
RDF2201,2026-01-27,5,0.01,Final
RDF2201,2026-01-27,6,0.01,Final
RDF2201,2026-01-27,7,0.01,Final
RDF2201,2026-01-27,8,0.01,Final
RDF2201,2026-01-27,9,0.01,Final
RDF2201,2026-01-27,10,0.01,Final
RDF2201,2026-01-27,11,0.02,Final
RDF2201,2026-01-27,12,0.04,Final
RDF2201,2026-01-27,13,1.37,Final
RDF2201,2026-01-27,14,1.73,Final
RDF2201,2026-01-27,15,6.27,Final
RDF2201,2026-01-27,16,7.38,Final
RDF2201,2026-01-27,17,2.32,Final
RDF2201,2026-01-27,18,1.3,Final
RDF2201,2026-01-27,19,1.35,Final
RDF2201,2026-01-27,20,0.59,Final
RDF2201,2026-01-27,21,0.53,Final
RDF2201,2026-01-27,22,0.41,Final
RDF2201,2026-01-27,23,1.13,Final
RDF2201,2026-01-27,24,1.23,Final
RDF2201,2026-01-27,25,1.19,Final
RDF2201,2026-01-27,26,1.25,Final
RDF2201,2026-01-27,27,1.08,Final
RDF2201,2026-01-27,28,1.34,Final
RDF2201,2026-01-27,29,1.35,Final
RDF2201,2026-01-27,30,1.29,Final
RDF2201,2026-01-27,31,2.0,Final
RDF2201,2026-01-27,32,1.35,Final
RDF2201,2026-01-27,33,1.06,Final
RDF2201,2026-01-27,34,0.05,Final
RDF2201,2026-01-27,35,0.67,Final
RDF2201,2026-01-27,36,1.23,Final
RDF2201,2026-01-27,37,1.5,Final
RDF2201,2026-01-27,38,1.5,Final
RDF2201,2026-01-27,39,1.15,Final
RDF2201,2026-01-27,40,1.33,Final
RDF2201,2026-01-27,41,1.35,Final
RDF2201,2026-01-27,42,1.09,Final
RDF2201,2026-01-27,43,2.1,Final
RDF2201,2026-01-27,44,2.09,Final
RDF2201,2026-01-27,45,1.86,Final
RDF2201,2026-01-27,46,3.09,Final
RDF2201,2026-01-27,47,3.98,Final
RDF2201,2026-01-27,48,0.62,Final
RDF2201,2026-01-26,1,0.01,Final
RDF2201,2026-01-26,2,0.01,Final
RDF2201,2026-01-26,3,0.01,Final
RDF2201,2026-01-26,4,0.01,Final
RDF2201,2026-01-26,5,0.01,Final
RDF2201,2026-01-26,6,0.01,Final
RDF2201,2026-01-26,7,0.01,Final
RDF2201,2026-01-26,8,0.01,Final
RDF2201,2026-01-26,9,0.01,Final
RDF2201,2026-01-26,10,0.01,Final
RDF2201,2026-01-26,11,0.01,Final
RDF2201,2026-01-26,12,0.01,Final
RDF2201,2026-01-26,13,0.01,Final
RDF2201,2026-01-26,14,0.01,Final
RDF2201,2026-01-26,15,0.02,Final
RDF2201,2026-01-26,16,0.02,Final
RDF2201,2026-01-26,17,0.02,Final
RDF2201,2026-01-26,18,0.02,Final
RDF2201,2026-01-26,19,0.03,Final
RDF2201,2026-01-26,20,0.02,Final
RDF2201,2026-01-26,21,0.02,Final
RDF2201,2026-01-26,22,0.03,Final
RDF2201,2026-01-26,23,0.02,Final
RDF2201,2026-01-26,24,0.02,Final
RDF2201,2026-01-26,25,0.02,Final
RDF2201,2026-01-26,26,0.02,Final
RDF2201,2026-01-26,27,0.02,Final
RDF2201,2026-01-26,28,0.01,Final
RDF2201,2026-01-26,29,0.02,Final
RDF2201,2026-01-26,30,0.01,Final
RDF2201,2026-01-26,31,0.01,Final
RDF2201,2026-01-26,32,0.02,Final
RDF2201,2026-01-26,33,0.02,Final
RDF2201,2026-01-26,34,0.27,Final
RDF2201,2026-01-26,35,0.71,Final
RDF2201,2026-01-26,36,1.01,Final
RDF2201,2026-01-26,37,1.85,Final
RDF2201,2026-01-26,38,2.17,Final
RDF2201,2026-01-26,39,1.21,Final
RDF2201,2026-01-26,40,1.18,Final
RDF2201,2026-01-26,41,1.36,Final
RDF2201,2026-01-26,42,1.98,Final
RDF2201,2026-01-26,43,2.27,Final
RDF2201,2026-01-26,44,2.21,Final
RDF2201,2026-01-26,45,1.94,Final
RDF2201,2026-01-26,46,1.03,Final
RDF2201,2026-01-26,47,0.03,Final
RDF2201,2026-01-26,48,0.01,Final
RDF2201,2026-01-25,1,0.01,Final
RDF2201,2026-01-25,2,0.01,Final
RDF2201,2026-01-25,3,0.01,Final
RDF2201,2026-01-25,4,0.01,Final
RDF2201,2026-01-25,5,0.01,Final
RDF2201,2026-01-25,6,0.01,Final
RDF2201,2026-01-25,7,0.01,Final
RDF2201,2026-01-25,8,0.01,Final
RDF2201,2026-01-25,9,0.01,Final
RDF2201,2026-01-25,10,0.01,Final
RDF2201,2026-01-25,11,0.01,Final
RDF2201,2026-01-25,12,0.01,Final
RDF2201,2026-01-25,13,0.01,Final
RDF2201,2026-01-25,14,0.01,Final
RDF2201,2026-01-25,15,0.01,Final
RDF2201,2026-01-25,16,0.02,Final
RDF2201,2026-01-25,17,0.01,Final
RDF2201,2026-01-25,18,0.01,Final
RDF2201,2026-01-25,19,0.01,Final
RDF2201,2026-01-25,20,0.01,Final
RDF2201,2026-01-25,21,0.01,Final
RDF2201,2026-01-25,22,0.01,Final
RDF2201,2026-01-25,23,0.01,Final
RDF2201,2026-01-25,24,0.01,Final
RDF2201,2026-01-25,25,0.01,Final
RDF2201,2026-01-25,26,0.01,Final
RDF2201,2026-01-25,27,0.01,Final
RDF2201,2026-01-25,28,0.01,Final
RDF2201,2026-01-25,29,0.01,Final
RDF2201,2026-01-25,30,0.01,Final
RDF2201,2026-01-25,31,0.01,Final
RDF2201,2026-01-25,32,0.01,Final
RDF2201,2026-01-25,33,0.01,Final
RDF2201,2026-01-25,34,0.01,Final
RDF2201,2026-01-25,35,0.01,Final
RDF2201,2026-01-25,36,0.02,Final
RDF2201,2026-01-25,37,0.02,Final
RDF2201,2026-01-25,38,0.02,Final
RDF2201,2026-01-25,39,0.02,Final
RDF2201,2026-01-25,40,0.02,Final
RDF2201,2026-01-25,41,0.02,Final
RDF2201,2026-01-25,42,0.02,Final
RDF2201,2026-01-25,43,0.02,Final
RDF2201,2026-01-25,44,0.01,Final
RDF2201,2026-01-25,45,0.01,Final
RDF2201,2026-01-25,46,0.01,Final
RDF2201,2026-01-25,47,0.01,Final
RDF2201,2026-01-25,48,0.01,Final
RDF2201,2026-01-24,1,0.01,Final
RDF2201,2026-01-24,2,0.01,Final
RDF2201,2026-01-24,3,0.01,Final
RDF2201,2026-01-24,4,0.01,Final
RDF2201,2026-01-24,5,0.01,Final
RDF2201,2026-01-24,6,0.01,Final
RDF2201,2026-01-24,7,0.01,Final
RDF2201,2026-01-24,8,0.01,Final
RDF2201,2026-01-24,9,0.01,Final
RDF2201,2026-01-24,10,0.01,Final
RDF2201,2026-01-24,11,0.01,Final
RDF2201,2026-01-24,12,0.01,Final
RDF2201,2026-01-24,13,0.01,Final
RDF2201,2026-01-24,14,0.02,Final
RDF2201,2026-01-24,15,0.02,Final
RDF2201,2026-01-24,16,0.01,Final
RDF2201,2026-01-24,17,0.01,Final
RDF2201,2026-01-24,18,0.02,Final
RDF2201,2026-01-24,19,0.03,Final
RDF2201,2026-01-24,20,0.03,Final
RDF2201,2026-01-24,21,0.04,Final
RDF2201,2026-01-24,22,0.04,Final
RDF2201,2026-01-24,23,0.04,Final
RDF2201,2026-01-24,24,0.04,Final
RDF2201,2026-01-24,25,0.04,Final
RDF2201,2026-01-24,26,0.02,Final
RDF2201,2026-01-24,27,0.02,Final
RDF2201,2026-01-24,28,0.02,Final
RDF2201,2026-01-24,29,0.02,Final
RDF2201,2026-01-24,30,0.02,Final
RDF2201,2026-01-24,31,0.02,Final
RDF2201,2026-01-24,32,0.01,Final
RDF2201,2026-01-24,33,0.01,Final
RDF2201,2026-01-24,34,0.01,Final
RDF2201,2026-01-24,35,0.02,Final
RDF2201,2026-01-24,36,0.02,Final
RDF2201,2026-01-24,37,0.02,Final
RDF2201,2026-01-24,38,0.02,Final
RDF2201,2026-01-24,39,0.02,Final
RDF2201,2026-01-24,40,0.02,Final
RDF2201,2026-01-24,41,0.01,Final
RDF2201,2026-01-24,42,0.01,Final
RDF2201,2026-01-24,43,0.02,Final
RDF2201,2026-01-24,44,0.02,Final
RDF2201,2026-01-24,45,0.01,Final
RDF2201,2026-01-24,46,0.01,Final
RDF2201,2026-01-24,47,0.01,Final
RDF2201,2026-01-24,48,0.01,Final
RDF2201,2026-01-23,1,0.01,Final
RDF2201,2026-01-23,2,0.01,Final
RDF2201,2026-01-23,3,0.01,Final
RDF2201,2026-01-23,4,0.01,Final
RDF2201,2026-01-23,5,0.01,Final
RDF2201,2026-01-23,6,0.01,Final
RDF2201,2026-01-23,7,0.01,Final
RDF2201,2026-01-23,8,0.01,Final
RDF2201,2026-01-23,9,0.01,Final
RDF2201,2026-01-23,10,0.01,Final
RDF2201,2026-01-23,11,0.01,Final
RDF2201,2026-01-23,12,0.02,Final
RDF2201,2026-01-23,13,0.03,Final
RDF2201,2026-01-23,14,0.02,Final
RDF2201,2026-01-23,15,0.03,Final
RDF2201,2026-01-23,16,0.04,Final
RDF2201,2026-01-23,17,0.03,Final
RDF2201,2026-01-23,18,0.02,Final
RDF2201,2026-01-23,19,0.02,Final
RDF2201,2026-01-23,20,0.02,Final
RDF2201,2026-01-23,21,0.02,Final
RDF2201,2026-01-23,22,0.03,Final
RDF2201,2026-01-23,23,0.03,Final
RDF2201,2026-01-23,24,0.03,Final
RDF2201,2026-01-23,25,0.03,Final
RDF2201,2026-01-23,26,0.03,Final
RDF2201,2026-01-23,27,0.03,Final
RDF2201,2026-01-23,28,0.03,Final
RDF2201,2026-01-23,29,0.03,Final
RDF2201,2026-01-23,30,0.03,Final
RDF2201,2026-01-23,31,0.03,Final
RDF2201,2026-01-23,32,0.25,Final
RDF2201,2026-01-23,33,0.67,Final
RDF2201,2026-01-23,34,0.24,Final
RDF2201,2026-01-23,35,0.28,Final
RDF2201,2026-01-23,36,1.17,Final
RDF2201,2026-01-23,37,0.13,Final
RDF2201,2026-01-23,38,1.29,Final
RDF2201,2026-01-23,39,1.55,Final
RDF2201,2026-01-23,40,1.82,Final
RDF2201,2026-01-23,41,0.24,Final
RDF2201,2026-01-23,42,0.03,Final
RDF2201,2026-01-23,43,1.44,Final
RDF2201,2026-01-23,44,0.2,Final
RDF2201,2026-01-23,45,0.05,Final
RDF2201,2026-01-23,46,0.03,Final
RDF2201,2026-01-23,47,0.02,Final
RDF2201,2026-01-23,48,0.02,Final
RDF2201,2026-01-22,1,0.01,Final
RDF2201,2026-01-22,2,0.01,Final
RDF2201,2026-01-22,3,0.01,Final
RDF2201,2026-01-22,4,0.01,Final
RDF2201,2026-01-22,5,0.01,Final
RDF2201,2026-01-22,6,0.01,Final
RDF2201,2026-01-22,7,0.01,Final
RDF2201,2026-01-22,8,0.01,Final
RDF2201,2026-01-22,9,0.01,Final
RDF2201,2026-01-22,10,0.01,Final
RDF2201,2026-01-22,11,0.01,Final
RDF2201,2026-01-22,12,0.53,Final
RDF2201,2026-01-22,13,1.7,Final
RDF2201,2026-01-22,14,2.41,Final
RDF2201,2026-01-22,15,4.68,Final
RDF2201,2026-01-22,16,5.54,Final
RDF2201,2026-01-22,17,6.18,Final
RDF2201,2026-01-22,18,5.79,Final
RDF2201,2026-01-22,19,1.32,Final
RDF2201,2026-01-22,20,1.46,Final
RDF2201,2026-01-22,21,15.42,Final
RDF2201,2026-01-22,22,18.14,Final
RDF2201,2026-01-22,23,11.03,Final
RDF2201,2026-01-22,24,9.95,Final
RDF2201,2026-01-22,25,1.56,Final
RDF2201,2026-01-22,26,0.08,Final
RDF2201,2026-01-22,27,0.03,Final
RDF2201,2026-01-22,28,0.03,Final
RDF2201,2026-01-22,29,0.02,Final
RDF2201,2026-01-22,30,0.02,Final
RDF2201,2026-01-22,31,0.03,Final
RDF2201,2026-01-22,32,0.03,Final
RDF2201,2026-01-22,33,0.03,Final
RDF2201,2026-01-22,34,0.03,Final
RDF2201,2026-01-22,35,0.05,Final
RDF2201,2026-01-22,36,1.27,Final
RDF2201,2026-01-22,37,0.53,Final
RDF2201,2026-01-22,38,1.27,Final
RDF2201,2026-01-22,39,1.37,Final
RDF2201,2026-01-22,40,1.79,Final
RDF2201,2026-01-22,41,0.13,Final
RDF2201,2026-01-22,42,0.14,Final
RDF2201,2026-01-22,43,1.21,Final
RDF2201,2026-01-22,44,0.44,Final
RDF2201,2026-01-22,45,0.02,Final
RDF2201,2026-01-22,46,0.02,Final
RDF2201,2026-01-22,47,0.01,Final
RDF2201,2026-01-22,48,0.01,Final
RDF2201,2026-01-21,1,1.28,Final
RDF2201,2026-01-21,2,0.06,Final
RDF2201,2026-01-21,3,0.01,Final
RDF2201,2026-01-21,4,0.01,Final
RDF2201,2026-01-21,5,0.01,Final
RDF2201,2026-01-21,6,0.01,Final
RDF2201,2026-01-21,7,0.01,Final
RDF2201,2026-01-21,8,0.01,Final
RDF2201,2026-01-21,9,0.01,Final
RDF2201,2026-01-21,10,0.01,Final
RDF2201,2026-01-21,11,1.56,Final
RDF2201,2026-01-21,12,3.42,Final
RDF2201,2026-01-21,13,5.25,Final
RDF2201,2026-01-21,14,2.05,Final
RDF2201,2026-01-21,15,14.36,Final
RDF2201,2026-01-21,16,19.39,Final
RDF2201,2026-01-21,17,24.54,Final
RDF2201,2026-01-21,18,23.12,Final
RDF2201,2026-01-21,19,51.4,Final
RDF2201,2026-01-21,20,172.9,Final
RDF2201,2026-01-21,21,12.0,Final
RDF2201,2026-01-21,22,9.15,Final
RDF2201,2026-01-21,23,6.85,Final
RDF2201,2026-01-21,24,9.51,Final
RDF2201,2026-01-21,25,3.66,Final
RDF2201,2026-01-21,26,7.15,Final
RDF2201,2026-01-21,27,3.03,Final
RDF2201,2026-01-21,28,2.97,Final
RDF2201,2026-01-21,29,2.2,Final
RDF2201,2026-01-21,30,2.51,Final
RDF2201,2026-01-21,31,3.2,Final
RDF2201,2026-01-21,32,4.88,Final
RDF2201,2026-01-21,33,3.78,Final
RDF2201,2026-01-21,34,3.94,Final
RDF2201,2026-01-21,35,2.76,Final
RDF2201,2026-01-21,36,2.51,Final
RDF2201,2026-01-21,37,1.23,Final
RDF2201,2026-01-21,38,1.01,Final
RDF2201,2026-01-21,39,0.32,Final
RDF2201,2026-01-21,40,0.27,Final
RDF2201,2026-01-21,41,0.53,Final
RDF2201,2026-01-21,42,0.02,Final
RDF2201,2026-01-21,43,0.09,Final
RDF2201,2026-01-21,44,0.02,Final
RDF2201,2026-01-21,45,0.3,Final
RDF2201,2026-01-21,46,0.63,Final
RDF2201,2026-01-21,47,0.73,Final
RDF2201,2026-01-21,48,0.03,Final
RDF2201,2026-01-20,1,0.02,Final
RDF2201,2026-01-20,2,0.01,Final
RDF2201,2026-01-20,3,0.01,Final
RDF2201,2026-01-20,4,0.01,Final
RDF2201,2026-01-20,5,0.01,Final
RDF2201,2026-01-20,6,0.01,Final
RDF2201,2026-01-20,7,0.01,Final
RDF2201,2026-01-20,8,0.01,Final
RDF2201,2026-01-20,9,0.01,Final
RDF2201,2026-01-20,10,0.01,Final
RDF2201,2026-01-20,11,0.01,Final
RDF2201,2026-01-20,12,6.3,Final
RDF2201,2026-01-20,13,2.21,Final
RDF2201,2026-01-20,14,1.56,Final
RDF2201,2026-01-20,15,2.26,Final
RDF2201,2026-01-20,16,3.98,Final
RDF2201,2026-01-20,17,2.75,Final
RDF2201,2026-01-20,18,2.84,Final
RDF2201,2026-01-20,19,9.39,Final
RDF2201,2026-01-20,20,5.4,Final
RDF2201,2026-01-20,21,10.0,Final
RDF2201,2026-01-20,22,9.82,Final
RDF2201,2026-01-20,23,15.72,Final
RDF2201,2026-01-20,24,9.16,Final
RDF2201,2026-01-20,25,10.52,Final
RDF2201,2026-01-20,26,9.98,Final
RDF2201,2026-01-20,27,9.68,Final
RDF2201,2026-01-20,28,9.89,Final
RDF2201,2026-01-20,29,7.32,Final
RDF2201,2026-01-20,30,6.41,Final
RDF2201,2026-01-20,31,8.25,Final
RDF2201,2026-01-20,32,3.96,Final
RDF2201,2026-01-20,33,6.74,Final
RDF2201,2026-01-20,34,9.84,Final
RDF2201,2026-01-20,35,15.8,Final
RDF2201,2026-01-20,36,27.49,Final
RDF2201,2026-01-20,37,7.86,Final
RDF2201,2026-01-20,38,9.68,Final
RDF2201,2026-01-20,39,8.75,Final
RDF2201,2026-01-20,40,9.59,Final
RDF2201,2026-01-20,41,6.19,Final
RDF2201,2026-01-20,42,3.52,Final
RDF2201,2026-01-20,43,9.85,Final
RDF2201,2026-01-20,44,9.19,Final
RDF2201,2026-01-20,45,7.12,Final
RDF2201,2026-01-20,46,5.13,Final
RDF2201,2026-01-20,47,2.11,Final
RDF2201,2026-01-20,48,1.62,Final
RDF2201,2026-01-19,1,0.02,Final
RDF2201,2026-01-19,2,0.01,Final
RDF2201,2026-01-19,3,0.01,Final
RDF2201,2026-01-19,4,0.01,Final
RDF2201,2026-01-19,5,0.01,Final
RDF2201,2026-01-19,6,0.01,Final
RDF2201,2026-01-19,7,0.01,Final
RDF2201,2026-01-19,8,0.01,Final
RDF2201,2026-01-19,9,0.01,Final
RDF2201,2026-01-19,10,0.01,Final
RDF2201,2026-01-19,11,0.01,Final
RDF2201,2026-01-19,12,0.09,Final
RDF2201,2026-01-19,13,0.01,Final
RDF2201,2026-01-19,14,0.62,Final
RDF2201,2026-01-19,15,0.43,Final
RDF2201,2026-01-19,16,0.28,Final
RDF2201,2026-01-19,17,1.44,Final
RDF2201,2026-01-19,18,0.33,Final
RDF2201,2026-01-19,19,0.13,Final
RDF2201,2026-01-19,20,0.03,Final
RDF2201,2026-01-19,21,0.03,Final
RDF2201,2026-01-19,22,0.28,Final
RDF2201,2026-01-19,23,0.25,Final
RDF2201,2026-01-19,24,0.08,Final
RDF2201,2026-01-19,25,0.03,Final
RDF2201,2026-01-19,26,0.03,Final
RDF2201,2026-01-19,27,0.06,Final
RDF2201,2026-01-19,28,0.08,Final
RDF2201,2026-01-19,29,0.03,Final
RDF2201,2026-01-19,30,0.11,Final
RDF2201,2026-01-19,31,0.53,Final
RDF2201,2026-01-19,32,0.53,Final
RDF2201,2026-01-19,33,2.18,Final
RDF2201,2026-01-19,34,2.38,Final
RDF2201,2026-01-19,35,2.46,Final
RDF2201,2026-01-19,36,2.42,Final
RDF2201,2026-01-19,37,1.68,Final
RDF2201,2026-01-19,38,1.97,Final
RDF2201,2026-01-19,39,1.19,Final
RDF2201,2026-01-19,40,1.14,Final
RDF2201,2026-01-19,41,0.37,Final
RDF2201,2026-01-19,42,0.81,Final
RDF2201,2026-01-19,43,1.98,Final
RDF2201,2026-01-19,44,0.62,Final
RDF2201,2026-01-19,45,0.41,Final
RDF2201,2026-01-19,46,0.03,Final
RDF2201,2026-01-19,47,0.02,Final
RDF2201,2026-01-19,48,0.01,Final
RDF2201,2026-01-18,1,0.01,Final
RDF2201,2026-01-18,2,0.01,Final
RDF2201,2026-01-18,3,0.01,Final
RDF2201,2026-01-18,4,0.01,Final
RDF2201,2026-01-18,5,0.01,Final
RDF2201,2026-01-18,6,0.01,Final
RDF2201,2026-01-18,7,0.01,Final
RDF2201,2026-01-18,8,0.01,Final
RDF2201,2026-01-18,9,0.01,Final
RDF2201,2026-01-18,10,0.01,Final
RDF2201,2026-01-18,11,0.01,Final
RDF2201,2026-01-18,12,0.01,Final
RDF2201,2026-01-18,13,0.01,Final
RDF2201,2026-01-18,14,0.01,Final
RDF2201,2026-01-18,15,0.01,Final
RDF2201,2026-01-18,16,0.01,Final
RDF2201,2026-01-18,17,0.01,Final
RDF2201,2026-01-18,18,0.02,Final
RDF2201,2026-01-18,19,0.02,Final
RDF2201,2026-01-18,20,0.8,Final
RDF2201,2026-01-18,21,0.81,Final
RDF2201,2026-01-18,22,0.6,Final
RDF2201,2026-01-18,23,1.28,Final
RDF2201,2026-01-18,24,0.55,Final
RDF2201,2026-01-18,25,0.17,Final
RDF2201,2026-01-18,26,0.02,Final
RDF2201,2026-01-18,27,0.01,Final
RDF2201,2026-01-18,28,0.01,Final
RDF2201,2026-01-18,29,0.01,Final
RDF2201,2026-01-18,30,0.01,Final
RDF2201,2026-01-18,31,0.01,Final
RDF2201,2026-01-18,32,0.01,Final
RDF2201,2026-01-18,33,0.01,Final
RDF2201,2026-01-18,34,0.31,Final
RDF2201,2026-01-18,35,2.19,Final
RDF2201,2026-01-18,36,1.27,Final
RDF2201,2026-01-18,37,2.18,Final
RDF2201,2026-01-18,38,2.16,Final
RDF2201,2026-01-18,39,2.16,Final
RDF2201,2026-01-18,40,1.77,Final
RDF2201,2026-01-18,41,1.18,Final
RDF2201,2026-01-18,42,2.14,Final
RDF2201,2026-01-18,43,7.31,Final
RDF2201,2026-01-18,44,3.03,Final
RDF2201,2026-01-18,45,1.94,Final
RDF2201,2026-01-18,46,0.73,Final
RDF2201,2026-01-18,47,0.01,Final
RDF2201,2026-01-18,48,0.01,Final
RDF2201,2026-01-17,1,0.35,Final
RDF2201,2026-01-17,2,0.33,Final
RDF2201,2026-01-17,3,0.01,Final
RDF2201,2026-01-17,4,0.02,Final
RDF2201,2026-01-17,5,0.01,Final
RDF2201,2026-01-17,6,0.01,Final
RDF2201,2026-01-17,7,0.01,Final
RDF2201,2026-01-17,8,0.01,Final
RDF2201,2026-01-17,9,0.01,Final
RDF2201,2026-01-17,10,0.01,Final
RDF2201,2026-01-17,11,0.02,Final
RDF2201,2026-01-17,12,0.02,Final
RDF2201,2026-01-17,13,0.02,Final
RDF2201,2026-01-17,14,0.01,Final
RDF2201,2026-01-17,15,0.02,Final
RDF2201,2026-01-17,16,0.02,Final
RDF2201,2026-01-17,17,0.03,Final
RDF2201,2026-01-17,18,0.03,Final
RDF2201,2026-01-17,19,0.79,Final
RDF2201,2026-01-17,20,0.42,Final
RDF2201,2026-01-17,21,1.04,Final
RDF2201,2026-01-17,22,0.03,Final
RDF2201,2026-01-17,23,1.47,Final
RDF2201,2026-01-17,24,0.78,Final
RDF2201,2026-01-17,25,2.21,Final
RDF2201,2026-01-17,26,1.82,Final
RDF2201,2026-01-17,27,0.03,Final
RDF2201,2026-01-17,28,0.4,Final
RDF2201,2026-01-17,29,0.35,Final
RDF2201,2026-01-17,30,0.45,Final
RDF2201,2026-01-17,31,0.82,Final
RDF2201,2026-01-17,32,2.35,Final
RDF2201,2026-01-17,33,2.33,Final
RDF2201,2026-01-17,34,2.35,Final
RDF2201,2026-01-17,35,2.29,Final
RDF2201,2026-01-17,36,2.33,Final
RDF2201,2026-01-17,37,2.25,Final
RDF2201,2026-01-17,38,0.89,Final
RDF2201,2026-01-17,39,1.49,Final
RDF2201,2026-01-17,40,0.74,Final
RDF2201,2026-01-17,41,0.03,Final
RDF2201,2026-01-17,42,1.9,Final
RDF2201,2026-01-17,43,2.27,Final
RDF2201,2026-01-17,44,1.92,Final
RDF2201,2026-01-17,45,0.17,Final
RDF2201,2026-01-17,46,0.05,Final
RDF2201,2026-01-17,47,0.01,Final
RDF2201,2026-01-17,48,0.01,Final
RDF2201,2026-01-16,1,1.11,Final
RDF2201,2026-01-16,2,0.03,Final
RDF2201,2026-01-16,3,0.01,Final
RDF2201,2026-01-16,4,0.02,Final
RDF2201,2026-01-16,5,0.01,Final
RDF2201,2026-01-16,6,0.01,Final
RDF2201,2026-01-16,7,0.02,Final
RDF2201,2026-01-16,8,0.01,Final
RDF2201,2026-01-16,9,0.01,Final
RDF2201,2026-01-16,10,0.02,Final
RDF2201,2026-01-16,11,0.01,Final
RDF2201,2026-01-16,12,0.01,Final
RDF2201,2026-01-16,13,0.01,Final
RDF2201,2026-01-16,14,0.38,Final
RDF2201,2026-01-16,15,1.15,Final
RDF2201,2026-01-16,16,1.11,Final
RDF2201,2026-01-16,17,0.42,Final
RDF2201,2026-01-16,18,0.46,Final
RDF2201,2026-01-16,19,0.38,Final
RDF2201,2026-01-16,20,0.02,Final
RDF2201,2026-01-16,21,0.02,Final
RDF2201,2026-01-16,22,0.02,Final
RDF2201,2026-01-16,23,0.03,Final
RDF2201,2026-01-16,24,0.03,Final
RDF2201,2026-01-16,25,2.3,Final
RDF2201,2026-01-16,26,1.76,Final
RDF2201,2026-01-16,27,1.88,Final
RDF2201,2026-01-16,28,1.23,Final
RDF2201,2026-01-16,29,1.8,Final
RDF2201,2026-01-16,30,2.8,Final
RDF2201,2026-01-16,31,2.0,Final
RDF2201,2026-01-16,32,1.39,Final
RDF2201,2026-01-16,33,2.17,Final
RDF2201,2026-01-16,34,2.25,Final
RDF2201,2026-01-16,35,2.35,Final
RDF2201,2026-01-16,36,1.34,Final
RDF2201,2026-01-16,37,1.49,Final
RDF2201,2026-01-16,38,9.24,Final
RDF2201,2026-01-16,39,3.78,Final
RDF2201,2026-01-16,40,3.85,Final
RDF2201,2026-01-16,41,4.73,Final
RDF2201,2026-01-16,42,2.2,Final
RDF2201,2026-01-16,43,4.84,Final
RDF2201,2026-01-16,44,2.34,Final
RDF2201,2026-01-16,45,1.74,Final
RDF2201,2026-01-16,46,0.34,Final
RDF2201,2026-01-16,47,0.72,Final
RDF2201,2026-01-16,48,0.01,Final
RDF2201,2026-01-15,1,0.29,Final
RDF2201,2026-01-15,2,5.25,Final
RDF2201,2026-01-15,3,0.33,Final
RDF2201,2026-01-15,4,0.02,Final
RDF2201,2026-01-15,5,0.01,Final
RDF2201,2026-01-15,6,0.02,Final
RDF2201,2026-01-15,7,0.02,Final
RDF2201,2026-01-15,8,0.02,Final
RDF2201,2026-01-15,9,0.02,Final
RDF2201,2026-01-15,10,1.03,Final
RDF2201,2026-01-15,11,3.97,Final
RDF2201,2026-01-15,12,12.0,Final
RDF2201,2026-01-15,13,4.23,Final
RDF2201,2026-01-15,14,4.12,Final
RDF2201,2026-01-15,15,4.62,Final
RDF2201,2026-01-15,16,4.69,Final
RDF2201,2026-01-15,17,1.52,Final
RDF2201,2026-01-15,18,1.54,Final
RDF2201,2026-01-15,19,20.74,Final
RDF2201,2026-01-15,20,13.7,Final
RDF2201,2026-01-15,21,13.59,Final
RDF2201,2026-01-15,22,9.0,Final
RDF2201,2026-01-15,23,11.09,Final
RDF2201,2026-01-15,24,7.45,Final
RDF2201,2026-01-15,25,20.15,Final
RDF2201,2026-01-15,26,17.13,Final
RDF2201,2026-01-15,27,21.79,Final
RDF2201,2026-01-15,28,13.52,Final
RDF2201,2026-01-15,29,11.77,Final
RDF2201,2026-01-15,30,9.23,Final
RDF2201,2026-01-15,31,17.89,Final
RDF2201,2026-01-15,32,36.74,Final
RDF2201,2026-01-15,33,23.98,Final
RDF2201,2026-01-15,34,32.43,Final
RDF2201,2026-01-15,35,2.92,Final
RDF2201,2026-01-15,36,3.31,Final
RDF2201,2026-01-15,37,1.47,Final
RDF2201,2026-01-15,38,1.12,Final
RDF2201,2026-01-15,39,0.07,Final
RDF2201,2026-01-15,40,0.03,Final
RDF2201,2026-01-15,41,0.22,Final
RDF2201,2026-01-15,42,0.08,Final
RDF2201,2026-01-15,43,1.91,Final
RDF2201,2026-01-15,44,0.1,Final
RDF2201,2026-01-15,45,1.83,Final
